SiteID,Species,SnailID,N_trapped
13,Cornu_aspersum,13C_Co,3
13,Cornu_aspersum,13D_Co,0
13,Cornu_aspersum,13E_Co,0
13,Cornu_aspersum,13F_Co,0
13,Cornu_aspersum,13G_Co,1
13,Cornu_aspersum,13H_Co,1
13,Cornu_aspersum,13I_Co,0
13,Cornu_aspersum,13J_Co,0
13,Cornu_aspersum,13K_Co,11
13,Cornu_aspersum,13L_Co,4
13,Cornu_aspersum,13M_Co,67
13,Cornu_aspersum,13N_Co,0
13,Cornu_aspersum,13O_Co,1
13,Cornu_aspersum,13P_Co,4
13,Cornu_aspersum,13Q_Co,70
13,Cornu_aspersum,13R_Co,0
13,Cornu_aspersum,13S_Co,0
13,Cornu_aspersum,13T_Co,0
14,Cornu_aspersum,14A_Co,0
14,Cornu_aspersum,14B_Co,2
14,Cornu_aspersum,14C_Co,0
14,Cornu_aspersum,14D_Co,22
14,Cornu_aspersum,14E_Co,0
14,Cornu_aspersum,14F_Co,0
14,Cornu_aspersum,14G_Co,26
14,Cornu_aspersum,14H_Co,7
14,Cornu_aspersum,14I_Co,0
14,Cornu_aspersum,14J_Co,27
14,Cornu_aspersum,14K_Co,1
14,Cornu_aspersum,14L_Co,29
14,Cornu_aspersum,14M_Co,1
14,Cornu_aspersum,14N_Co,0
14,Cornu_aspersum,14O_Co,0
14,Cornu_aspersum,14P_Co,1
14,Cornu_aspersum,14Q_Co,2
14,Cornu_aspersum,14R_Co,20
15,Cepaea_nemoralis,15A_Ce,31
15,Cepaea_nemoralis,15B_Ce,9
15,Cepaea_nemoralis,15C_Ce,4
15,Cepaea_nemoralis,15D_Ce,18
15,Cepaea_nemoralis,15E_Ce,59
15,Cepaea_nemoralis,15F_Ce,39
15,Cepaea_nemoralis,15G_Ce,41
15,Cepaea_nemoralis,15H_Ce,4
15,Cepaea_nemoralis,15I_Ce,33
15,Cepaea_nemoralis,15J_Ce,14
15,Cepaea_nemoralis,15K_Ce,75
15,Cepaea_nemoralis,15L_Ce,23
15,Cepaea_nemoralis,15M_Ce,3
15,Cepaea_nemoralis,15N_Ce,63
15,Cepaea_nemoralis,15O_Ce,131
15,Cepaea_nemoralis,15P_Ce,18
15,Cepaea_nemoralis,15Q_Ce,10
15,Cepaea_nemoralis,15R_Ce,46
15,Cepaea_nemoralis,15S_Ce,44
15,Cepaea_nemoralis,15T_Ce,20
16,Cornu_aspersum,16A_Co,6
16,Cornu_aspersum,16B_Co,9
16,Cornu_aspersum,16C_Co,1
16,Cornu_aspersum,16D_Co,17
16,Cornu_aspersum,16E_Co,11
16,Cornu_aspersum,16F_Co,0
16,Cornu_aspersum,16G_Co,3
16,Cornu_aspersum,16H_Co,0
16,Cornu_aspersum,16I_Co,7
16,Cornu_aspersum,16J_Co,0
16,Cornu_aspersum,16K_Co,0
16,Cornu_aspersum,16L_Co,3
16,Cornu_aspersum,16M_Co,0
16,Cornu_aspersum,16N_Co,0
16,Cornu_aspersum,16O_Co,0
16,Cornu_aspersum,16P_Co,0
16,Cornu_aspersum,16Q_Co,0
16,Cepaea_nemoralis,16A_Ce,0
16,Cepaea_nemoralis,16B_Ce,15
16,Cepaea_nemoralis,16C_Ce,0
16,Cepaea_nemoralis,16D_Ce,0
16,Cepaea_nemoralis,16E_Ce,3
16,Cepaea_nemoralis,16F_Ce,0
16,Cepaea_nemoralis,16G_Ce,0
16,Cepaea_nemoralis,16H_Ce,0
16,Cepaea_nemoralis,16I_Ce,0
16,Cepaea_nemoralis,16J_Ce,9
16,Cepaea_nemoralis,16K_Ce,19
16,Cepaea_nemoralis,16L_Ce,5
16,Cepaea_nemoralis,16M_Ce,18
16,Cepaea_nemoralis,16N_Ce,0
16,Cepaea_nemoralis,16O_Ce,5
16,Cepaea_nemoralis,16P_Ce,2
16,Cepaea_nemoralis,16Q_Ce,0
16,Cepaea_nemoralis,16R_Ce,15
17,Cornu_aspersum,17A_Co,0
17,Cornu_aspersum,17B_Co,6
17,Cornu_aspersum,17C_Co,0
17,Cornu_aspersum,17D_Co,6
17,Cornu_aspersum,17E_Co,0
17,Cornu_aspersum,17F_Co,0
17,Cornu_aspersum,17G_Co,0
17,Cornu_aspersum,17H_Co,12
17,Cornu_aspersum,17I_Co,2
17,Cornu_aspersum,17J_Co,0
17,Cornu_aspersum,17K_Co,1
17,Cornu_aspersum,17L_Co,0
17,Cornu_aspersum,17M_Co,6
17,Cornu_aspersum,17N_Co,1
17,Cornu_aspersum,17O_Co,1
17,Cornu_aspersum,17P_Co,7
17,Cornu_aspersum,17Q_Co,3
18,Cornu_aspersum,18A_Co,1
18,Cornu_aspersum,18B_Co,4
18,Cornu_aspersum,18C_Co,3
18,Cornu_aspersum,18D_Co,0
18,Cornu_aspersum,18E_Co,0
18,Cornu_aspersum,18F_Co,14
18,Cornu_aspersum,18G_Co,2
18,Cornu_aspersum,18H_Co,1
18,Cornu_aspersum,18I_Co,0
18,Cornu_aspersum,18J_Co,0
18,Cornu_aspersum,18K_Co,0
18,Cornu_aspersum,18L_Co,0
19,Cornu_aspersum,19A_Co,0
19,Cornu_aspersum,19B_Co,41
19,Cornu_aspersum,19C_Co,6
19,Cornu_aspersum,19D_Co,4
19,Cornu_aspersum,19E_Co,105
19,Cornu_aspersum,19F_Co,16
19,Cornu_aspersum,19G_Co,4
19,Cornu_aspersum,19H_Co,6
19,Cornu_aspersum,19I_Co,61
19,Cornu_aspersum,19J_Co,8
20,Cornu_aspersum,20A_Co,2
20,Cornu_aspersum,20B_Co,0
20,Cornu_aspersum,20C_Co,0
20,Cornu_aspersum,20D_Co,0
20,Cornu_aspersum,20E_Co,26
20,Cornu_aspersum,20F_Co,19
20,Cornu_aspersum,20G_Co,6
20,Cornu_aspersum,20H_Co,9
20,Cornu_aspersum,20I_Co,0
20,Cornu_aspersum,20J_Co,1
20,Cornu_aspersum,20K_Co,4
20,Cornu_aspersum,20L_Co,7
20,Cornu_aspersum,20M_Co,1
20,Cornu_aspersum,20N_Co,0
20,Cornu_aspersum,20O_Co,0
20,Cornu_aspersum,20P_Co,4
