SiteID,Species,SnailID,N_below_1_mm,N_1_2_mm,N_2_4_mm,N_4_6_mm,N_6_10_mm,N_above_10_mm
4,Cornu_aspersum,4K_Co,0,0,0,0,0,0
4,Cornu_aspersum,4L_Co,0,0,0,0,0,0
4,Cornu_aspersum,4M_Co,0,0,0,0,0,0
4,Cornu_aspersum,4N_Co,0,8,0,0,0,0
4,Cornu_aspersum,4O_Co,0,0,0,0,0,0
4,Cornu_aspersum,4P_Co,0,0,0,0,0,0
4,Cornu_aspersum,4Q_Co,0,0,0,0,0,0
4,Cornu_aspersum,4R_Co,0,0,0,0,0,0
4,Cornu_aspersum,4S_Co,0,1,0,0,0,0
4,Cornu_aspersum,4T_Co,0,0,0,0,0,0
5,Cornu_aspersum,5A_Co,0,0,0,0,0,0
5,Cornu_aspersum,5B_Co,0,0,0,0,0,0
5,Cornu_aspersum,5C_Co,0,0,0,0,0,0
5,Cornu_aspersum,5D_Co,0,0,0,0,0,0
5,Cornu_aspersum,5E_Co,0,0,0,0,0,0
5,Cornu_aspersum,5F_Co,0,0,0,0,0,0
5,Cornu_aspersum,5G_Co,0,0,0,0,0,0
5,Cornu_aspersum,5H_Co,0,0,0,0,0,0
5,Cornu_aspersum,5I_Co,0,0,0,0,0,0
5,Cornu_aspersum,5J_Co,0,0,0,0,0,0
5,Cornu_aspersum,5K_Co,0,0,0,0,0,0
5,Cornu_aspersum,5L_Co,0,0,0,0,0,0
5,Cornu_aspersum,5M_Co,0,0,0,0,0,0
5,Cornu_aspersum,5N_Co,0,0,0,0,0,0
5,Cornu_aspersum,5O_Co,0,0,0,0,0,0
5,Cornu_aspersum,5P_Co,0,0,0,0,0,0
5,Cornu_aspersum,5Q_Co,0,0,0,0,0,0
5,Cornu_aspersum,5R_Co,0,0,0,0,0,0
5,Cornu_aspersum,5S_Co,0,0,0,0,0,0
5,Cornu_aspersum,5T_Co,0,0,0,0,0,0
6,Cornu_aspersum,6A_Co,0,0,0,0,0,0
6,Cornu_aspersum,6B_Co,0,0,0,0,0,0
6,Cornu_aspersum,6C_Co,0,0,0,0,0,0
6,Cornu_aspersum,6D_Co,0,0,0,0,0,0
6,Cornu_aspersum,6E_Co,0,0,0,0,0,0
6,Cornu_aspersum,6F_Co,0,0,0,0,0,0
6,Cornu_aspersum,6G_Co,0,0,0,0,0,0
6,Cornu_aspersum,6H_Co,0,0,0,0,0,0
6,Cornu_aspersum,6I_Co,0,0,0,0,0,0
6,Cornu_aspersum,6J_Co,0,0,0,0,0,0
6,Cornu_aspersum,6K_Co,0,0,0,0,0,0
6,Cornu_aspersum,6L_Co,0,0,0,0,0,0
6,Cornu_aspersum,6M_Co,0,0,0,0,0,0
6,Cornu_aspersum,6N_Co,0,0,0,0,0,0
6,Cornu_aspersum,6O_Co,0,0,1,0,0,0
6,Cornu_aspersum,6P_Co,0,0,0,0,0,0
6,Cornu_aspersum,6Q_Co,0,0,0,0,0,0
6,Cornu_aspersum,6R_Co,0,0,0,0,0,0
6,Cornu_aspersum,6S_Co,0,0,0,0,0,0
6,Cornu_aspersum,6T_Co,0,0,0,0,0,0
6,Cepaea_nemoralis,6A_Ce,0,0,0,0,0,0
6,Cepaea_nemoralis,6B_Ce,0,0,0,0,0,0
6,Cepaea_nemoralis,6C_Ce,0,0,0,0,0,0
6,Cepaea_nemoralis,6D_Ce,0,0,0,0,0,0
6,Cepaea_nemoralis,6E_Ce,0,0,0,0,0,0
6,Cepaea_nemoralis,6F_Ce,0,0,0,0,0,0
6,Cepaea_nemoralis,6G_Ce,0,0,0,0,0,0
6,Cepaea_nemoralis,6H_Ce,0,0,0,0,0,0
6,Cepaea_nemoralis,6I_Ce,0,0,0,0,0,0
6,Cepaea_nemoralis,6J_Ce,0,0,0,0,0,0
6,Cepaea_nemoralis,6K_Ce,0,0,0,0,0,0
6,Cepaea_nemoralis,6L_Ce,0,0,0,0,0,0
6,Cepaea_nemoralis,6M_Ce,0,0,0,0,0,0
6,Cepaea_nemoralis,6N_Ce,0,0,0,0,0,0
6,Cepaea_nemoralis,6O_Ce,0,0,0,0,0,0
6,Cepaea_nemoralis,6P_Ce,0,0,0,0,0,0
6,Cepaea_nemoralis,6Q_Ce,0,0,0,0,0,0
6,Cepaea_nemoralis,6R_Ce,0,0,0,0,0,0
6,Cepaea_nemoralis,6S_Ce,0,0,0,0,0,0
6,Cepaea_nemoralis,6T_Ce,0,0,0,0,0,0
7,Cornu_aspersum,7A_Co,0,0,0,0,0,0
7,Cornu_aspersum,7B_Co,0,0,0,0,0,0
7,Cornu_aspersum,7C_Co,0,0,0,0,0,0
7,Cornu_aspersum,7D_Co,0,0,0,0,0,0
7,Cornu_aspersum,7E_Co,0,0,0,0,0,0
7,Cornu_aspersum,7F_Co,0,0,0,0,0,0
7,Cornu_aspersum,7G_Co,0,0,0,0,0,0
7,Cornu_aspersum,7H_Co,0,0,0,0,0,0
7,Cornu_aspersum,7I_Co,0,0,0,0,0,0
7,Cornu_aspersum,7J_Co,0,0,0,0,0,0
7,Cornu_aspersum,7K_Co,0,0,0,0,0,0
7,Cornu_aspersum,7L_Co,0,0,0,0,0,0
7,Cornu_aspersum,7M_Co,0,0,0,0,0,0
7,Cornu_aspersum,7N_Co,0,0,0,0,0,0
7,Cornu_aspersum,7O_Co,0,0,0,0,0,0
7,Cornu_aspersum,7P_Co,0,0,0,0,0,0
9,Cornu_aspersum,9A_Co,0,0,0,0,0,0
9,Cornu_aspersum,9B_Co,0,0,0,0,0,0
9,Cornu_aspersum,9C_Co,0,0,0,0,0,0
9,Cornu_aspersum,9D_Co,0,0,0,0,0,0
9,Cornu_aspersum,9E_Co,0,0,0,0,0,0
9,Cornu_aspersum,9F_Co,0,0,0,0,0,0
9,Cornu_aspersum,9G_Co,0,0,0,0,0,0
9,Cornu_aspersum,9H_Co,0,0,0,0,0,0
9,Cornu_aspersum,9I_Co,0,0,0,0,0,0
9,Cornu_aspersum,9J_Co,0,0,0,0,0,0
9,Cornu_aspersum,9K_Co,0,0,0,0,0,0
9,Cornu_aspersum,9L_Co,0,0,0,0,0,0
9,Cornu_aspersum,9M_Co,0,0,0,0,0,0
9,Cornu_aspersum,9N_Co,0,0,0,0,0,0
9,Cornu_aspersum,9O_Co,0,0,0,0,0,0
9,Cornu_aspersum,9P_Co,0,0,0,0,0,0
9,Cornu_aspersum,9Q_Co,0,0,0,0,0,0
9,Cornu_aspersum,9R_Co,0,0,0,0,0,0
9,Cornu_aspersum,9S_Co,0,0,0,0,0,0
9,Cornu_aspersum,9T_Co,0,0,0,0,0,0
10,Cornu_aspersum,10A_Co,0,0,0,0,0,0
10,Cornu_aspersum,10B_Co,0,0,0,0,0,0
10,Cornu_aspersum,10C_Co,0,0,0,0,0,0
10,Cornu_aspersum,10D_Co,0,0,0,0,0,0
10,Cornu_aspersum,10E_Co,0,0,0,0,0,0
10,Cornu_aspersum,10F_Co,0,0,0,0,0,0
10,Cornu_aspersum,10G_Co,0,0,0,0,0,0
10,Cornu_aspersum,10H_Co,0,0,0,0,0,0
10,Cornu_aspersum,10I_Co,0,0,0,0,0,0
10,Cornu_aspersum,10J_Co,0,0,0,0,0,0
10,Cornu_aspersum,10K_Co,0,0,0,0,0,0
10,Cornu_aspersum,10L_Co,0,0,0,0,0,0
10,Cornu_aspersum,10M_Co,0,0,0,0,0,0
10,Cornu_aspersum,10N_Co,0,0,0,0,0,0
10,Cornu_aspersum,10O_Co,0,0,0,0,0,0
10,Cornu_aspersum,10P_Co,0,0,0,0,0,0
10,Cornu_aspersum,10Q_Co,0,0,0,0,0,0
10,Cornu_aspersum,10R_Co,0,0,0,0,0,0
10,Cornu_aspersum,10S_Co,0,0,0,0,0,0
10,Cornu_aspersum,10T_Co,0,0,0,0,0,0
11,Cornu_aspersum,11A_Co,0,0,0,0,0,0
11,Cornu_aspersum,11B_Co,0,0,0,0,0,0
11,Cornu_aspersum,11C_Co,0,0,0,0,0,0
11,Cornu_aspersum,11D_Co,0,0,0,0,0,0
11,Cornu_aspersum,11E_Co,0,0,0,0,0,0
11,Cornu_aspersum,11F_Co,0,0,0,0,0,0
11,Cornu_aspersum,11G_Co,0,0,0,0,0,0
11,Cornu_aspersum,11H_Co,0,0,0,0,0,0
11,Cornu_aspersum,11I_Co,0,0,0,0,0,0
11,Cornu_aspersum,11J_Co,0,0,0,0,0,0
11,Cornu_aspersum,11K_Co,0,0,0,0,0,0
11,Cornu_aspersum,11L_Co,0,0,0,0,0,0
11,Cornu_aspersum,11M_Co,0,0,0,0,0,0
11,Cornu_aspersum,11N_Co,0,0,0,0,0,0
11,Cornu_aspersum,11O_Co,0,0,0,0,0,0
11,Cornu_aspersum,11P_Co,0,0,0,0,0,0
11,Cornu_aspersum,11Q_Co,0,0,0,0,0,0
11,Cornu_aspersum,11R_Co,0,0,0,0,0,0
11,Cornu_aspersum,11S_Co,0,0,0,0,0,0
11,Cornu_aspersum,11T_Co,0,0,0,0,0,0
12,Cornu_aspersum,12A_Co,0,0,0,0,0,0
12,Cornu_aspersum,12B_Co,0,0,0,0,0,0
12,Cornu_aspersum,12C_Co,0,0,0,0,0,0
12,Cornu_aspersum,12D_Co,0,0,0,0,0,0
12,Cornu_aspersum,12E_Co,0,0,0,0,0,0
12,Cornu_aspersum,12F_Co,0,0,0,0,0,0
12,Cornu_aspersum,12G_Co,0,0,0,0,0,0
12,Cornu_aspersum,12H_Co,0,0,0,0,0,0
12,Cornu_aspersum,12I_Co,0,10,0,0,0,0
12,Cornu_aspersum,12J_Co,0,0,0,0,0,0
12,Cornu_aspersum,12K_Co,0,0,0,0,0,0
12,Cornu_aspersum,12L_Co,0,0,0,0,0,0
12,Cornu_aspersum,12M_Co,0,0,0,0,0,0
12,Cornu_aspersum,12N_Co,0,0,0,0,0,0
12,Cornu_aspersum,12O_Co,0,0,0,0,0,0
12,Cornu_aspersum,12P_Co,0,0,0,0,0,0
12,Cornu_aspersum,12Q_Co,0,0,0,0,0,0
12,Cornu_aspersum,12R_Co,0,0,0,0,0,0
12,Cornu_aspersum,12S_Co,0,0,0,0,0,0
13,Cornu_aspersum,13A_Co,0,0,0,0,0,0
13,Cornu_aspersum,13B_Co,0,0,0,0,0,0
13,Cornu_aspersum,13C_Co,0,0,0,0,0,0
13,Cornu_aspersum,13D_Co,0,0,0,0,0,0
13,Cornu_aspersum,13E_Co,0,0,0,0,0,0
13,Cornu_aspersum,13F_Co,0,0,0,0,0,0
13,Cornu_aspersum,13G_Co,0,0,0,0,0,0
13,Cornu_aspersum,13H_Co,0,0,0,0,0,0
13,Cornu_aspersum,13I_Co,0,0,0,0,0,0
13,Cornu_aspersum,13J_Co,0,0,0,0,0,0
13,Cornu_aspersum,13K_Co,0,0,0,0,0,0
13,Cornu_aspersum,13L_Co,0,0,0,0,0,0
13,Cornu_aspersum,13M_Co,0,0,0,0,0,0
13,Cornu_aspersum,13N_Co,0,0,0,0,0,0
13,Cornu_aspersum,13O_Co,0,0,0,0,0,0
13,Cornu_aspersum,13P_Co,0,0,0,0,0,0
13,Cornu_aspersum,13Q_Co,0,0,0,0,0,0
13,Cornu_aspersum,13R_Co,0,0,0,0,0,0
13,Cornu_aspersum,13S_Co,0,0,0,0,0,0
13,Cornu_aspersum,13T_Co,0,0,0,0,0,0
14,Cornu_aspersum,14A_Co,0,0,0,0,0,0
14,Cornu_aspersum,14B_Co,0,0,0,0,0,0
14,Cornu_aspersum,14C_Co,0,0,0,0,0,0
14,Cornu_aspersum,14D_Co,0,0,0,0,0,0
14,Cornu_aspersum,14E_Co,0,0,0,0,0,0
14,Cornu_aspersum,14F_Co,0,0,0,0,0,0
14,Cornu_aspersum,14G_Co,0,0,0,0,0,0
14,Cornu_aspersum,14H_Co,0,0,0,0,0,0
14,Cornu_aspersum,14I_Co,0,0,0,0,0,0
14,Cornu_aspersum,14J_Co,0,0,0,0,0,0
14,Cornu_aspersum,14K_Co,0,0,0,0,0,0
14,Cornu_aspersum,14L_Co,0,0,0,0,0,0
14,Cornu_aspersum,14M_Co,0,0,0,0,0,0
14,Cornu_aspersum,14N_Co,0,0,0,0,0,0
14,Cornu_aspersum,14O_Co,0,0,0,0,0,0
14,Cornu_aspersum,14P_Co,0,0,0,0,0,0
14,Cornu_aspersum,14Q_Co,0,0,0,0,0,0
14,Cornu_aspersum,14R_Co,0,0,0,0,0,0
15,Cepaea_nemoralis,15A_Ce,0,0,0,0,0,0
15,Cepaea_nemoralis,15B_Ce,0,0,0,0,0,0
15,Cepaea_nemoralis,15C_Ce,0,0,0,0,0,0
15,Cepaea_nemoralis,15D_Ce,0,0,0,0,0,0
15,Cepaea_nemoralis,15E_Ce,0,0,0,0,0,0
15,Cepaea_nemoralis,15F_Ce,0,0,0,0,0,0
15,Cepaea_nemoralis,15G_Ce,0,0,0,0,0,0
15,Cepaea_nemoralis,15H_Ce,0,0,0,0,0,0
15,Cepaea_nemoralis,15I_Ce,0,0,0,0,0,0
15,Cepaea_nemoralis,15J_Ce,0,0,0,0,0,0
15,Cepaea_nemoralis,15K_Ce,0,0,0,0,0,0
15,Cepaea_nemoralis,15L_Ce,0,0,0,0,0,0
15,Cepaea_nemoralis,15M_Ce,0,0,0,0,0,0
15,Cepaea_nemoralis,15N_Ce,0,0,0,0,0,0
15,Cepaea_nemoralis,15O_Ce,0,0,0,0,0,0
15,Cepaea_nemoralis,15P_Ce,0,0,0,0,0,0
15,Cepaea_nemoralis,15Q_Ce,0,0,0,0,0,0
15,Cepaea_nemoralis,15R_Ce,0,0,0,0,0,0
15,Cepaea_nemoralis,15S_Ce,0,0,0,0,0,0
15,Cepaea_nemoralis,15T_Ce,0,0,0,0,0,0
16,Cornu_aspersum,16A_Co,0,0,0,0,0,0
16,Cornu_aspersum,16B_Co,0,0,0,0,0,0
16,Cornu_aspersum,16C_Co,0,0,0,0,0,0
16,Cornu_aspersum,16D_Co,0,0,0,0,0,0
16,Cornu_aspersum,16E_Co,0,0,0,0,0,0
16,Cornu_aspersum,16F_Co,0,0,0,0,0,0
16,Cornu_aspersum,16G_Co,0,0,0,0,0,0
16,Cornu_aspersum,16H_Co,0,0,0,0,0,0
16,Cornu_aspersum,16I_Co,0,0,0,0,0,0
16,Cornu_aspersum,16J_Co,0,0,0,0,0,0
16,Cornu_aspersum,16K_Co,0,0,0,0,0,0
16,Cornu_aspersum,16L_Co,0,0,0,0,0,0
16,Cornu_aspersum,16M_Co,0,0,0,0,0,0
16,Cornu_aspersum,16N_Co,0,0,0,0,0,0
16,Cornu_aspersum,16O_Co,0,0,0,0,0,0
16,Cornu_aspersum,16P_Co,0,0,0,0,0,0
16,Cornu_aspersum,16Q_Co,0,0,0,0,0,0
16,Cepaea_nemoralis,16A_Ce,0,0,0,0,0,0
16,Cepaea_nemoralis,16B_Ce,0,0,0,0,0,0
16,Cepaea_nemoralis,16C_Ce,0,0,0,0,0,0
16,Cepaea_nemoralis,16D_Ce,0,0,0,0,0,0
16,Cepaea_nemoralis,16E_Ce,0,0,0,0,0,0
16,Cepaea_nemoralis,16F_Ce,0,0,0,0,0,0
16,Cepaea_nemoralis,16G_Ce,0,0,0,0,0,0
16,Cepaea_nemoralis,16H_Ce,0,0,0,0,0,0
16,Cepaea_nemoralis,16I_Ce,0,0,0,0,0,0
16,Cepaea_nemoralis,16J_Ce,0,0,0,0,0,0
16,Cepaea_nemoralis,16K_Ce,0,0,0,0,0,0
16,Cepaea_nemoralis,16L_Ce,0,0,0,0,0,0
16,Cepaea_nemoralis,16M_Ce,0,0,0,0,0,0
16,Cepaea_nemoralis,16N_Ce,0,0,0,0,0,0
16,Cepaea_nemoralis,16O_Ce,0,0,0,0,0,0
16,Cepaea_nemoralis,16P_Ce,0,0,0,0,0,0
16,Cepaea_nemoralis,16Q_Ce,0,0,0,0,0,0
16,Cepaea_nemoralis,16R_Ce,0,0,0,0,0,0
17,Cornu_aspersum,17A_Co,0,0,0,0,0,0
17,Cornu_aspersum,17B_Co,0,0,0,0,0,0
17,Cornu_aspersum,17C_Co,0,0,0,0,0,0
17,Cornu_aspersum,17D_Co,0,0,0,0,0,0
17,Cornu_aspersum,17E_Co,0,0,0,0,0,0
17,Cornu_aspersum,17F_Co,0,0,0,0,0,0
17,Cornu_aspersum,17G_Co,0,0,0,0,0,0
17,Cornu_aspersum,17H_Co,0,0,0,0,0,0
17,Cornu_aspersum,17I_Co,0,0,0,2,6,0
17,Cornu_aspersum,17J_Co,0,0,0,0,0,0
17,Cornu_aspersum,17K_Co,0,0,0,0,0,0
17,Cornu_aspersum,17L_Co,0,0,0,0,0,0
17,Cornu_aspersum,17M_Co,0,0,0,0,0,0
17,Cornu_aspersum,17N_Co,0,0,0,0,0,0
17,Cornu_aspersum,17O_Co,0,0,0,0,0,0
17,Cornu_aspersum,17P_Co,0,0,0,0,0,0
17,Cornu_aspersum,17Q_Co,0,0,0,0,0,0
18,Cornu_aspersum,18A_Co,0,0,0,0,0,0
18,Cornu_aspersum,18B_Co,0,0,0,0,0,0
18,Cornu_aspersum,18C_Co,0,0,0,0,0,0
18,Cornu_aspersum,18D_Co,0,0,0,0,0,0
18,Cornu_aspersum,18E_Co,0,0,0,0,0,0
18,Cornu_aspersum,18F_Co,0,0,0,0,0,0
18,Cornu_aspersum,18G_Co,0,0,0,0,0,0
18,Cornu_aspersum,18H_Co,0,0,0,0,0,0
18,Cornu_aspersum,18I_Co,0,0,0,0,0,0
18,Cornu_aspersum,18J_Co,0,0,0,0,0,0
18,Cornu_aspersum,18K_Co,0,0,0,0,0,0
18,Cornu_aspersum,18L_Co,0,0,0,0,0,0
19,Cornu_aspersum,19A_Co,0,0,0,0,0,0
19,Cornu_aspersum,19B_Co,0,0,0,0,0,0
19,Cornu_aspersum,19C_Co,0,0,0,0,0,0
19,Cornu_aspersum,19D_Co,0,0,0,0,0,0
19,Cornu_aspersum,19E_Co,0,0,0,0,1,0
19,Cornu_aspersum,19F_Co,0,0,0,0,0,0
19,Cornu_aspersum,19G_Co,0,0,0,0,0,0
19,Cornu_aspersum,19H_Co,0,0,0,0,0,0
19,Cornu_aspersum,19I_Co,0,0,0,0,0,0
19,Cornu_aspersum,19J_Co,0,0,0,0,0,0
20,Cornu_aspersum,20A_Co,0,0,0,0,0,0
20,Cornu_aspersum,20B_Co,0,0,0,0,0,0
20,Cornu_aspersum,20C_Co,0,0,0,0,0,0
20,Cornu_aspersum,20D_Co,0,0,0,0,0,0
20,Cornu_aspersum,20E_Co,0,0,0,0,0,0
20,Cornu_aspersum,20F_Co,0,0,0,0,0,0
20,Cornu_aspersum,20G_Co,0,0,0,0,0,0
20,Cornu_aspersum,20H_Co,0,0,0,0,0,0
20,Cornu_aspersum,20I_Co,0,0,0,0,0,0
20,Cornu_aspersum,20J_Co,0,0,0,0,0,0
20,Cornu_aspersum,20K_Co,0,11,0,1,0,0
20,Cornu_aspersum,20L_Co,0,0,0,0,0,0
20,Cornu_aspersum,20M_Co,0,0,0,0,0,0
20,Cornu_aspersum,20N_Co,0,0,0,0,0,0
20,Cornu_aspersum,20O_Co,0,0,0,0,0,0
20,Cornu_aspersum,20P_Co,0,0,0,0,0,0
